Vnum	Name	Rank	Type	BattleType	Level	Size	AiFlags	MountCapacity	RaceFlags	ImmuneFlags	Empire	Folder	OnClick	St	Dx	Ht	Iq	MinDamage	MaxDamage	MaxHp	RegenCycle	RegenPercent	MinGold	MaxGold	Exp	Def	AttackSpeed	MoveSpeed	AggressiveHpPct	AggressiveSight	AttackRange	DropItemGroup	ResurrectionVnum	EnchantCurse	EnchantSlow	EnchantPoison	EnchantStun	EnchantCritical	EnchantPenetrate	ResistSword	ResistTwoHanded	ResistDagger	ResistBell	ResistFan	ResistBow	ResistFire	ResistElect	ResistMagic	ResistWind	ResistPoison	ResistClaw	DamMultiply	SummonVnum	DrainSp	MobColor	PolymorphItem	SkillLevel0	SkillVnum0	SkillLevel1	SkillVnum1	SkillLevel2	SkillVnum2	SkillLevel3	SkillVnum3	SkillLevel4	SkillVnum4	SpBerserk	SpStoneskin	SpGodspeed	SpDeathblow	SpRevive
1137	??????	S_KNIGHT	MONSTER	MELEE	85		AGGR	0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_golem	0	129	126	55	21	192	276	25646	6	10	2783	4821	24456	75	70	100	100	2000	150	30050	0	0	20	0	0	0	2	40	35	40	40	40	0	-30	0	0	0	1	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1151	??	S_PAWN	MONSTER	MAGIC	52			0	ICE,ATT_ICE		0	ice_snow_monster	0	60	80	40	20	96	178	15523	7	5	2783	4821	24000	60	90	100	100	2000	850	30048	0	0	10	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1152	??????	S_PAWN	MONSTER	MELEE	53			0	ICE,ATT_ICE		0	ice_snow_whale	0	61	81	40	20	125	153	15676	7	5	2783	4821	23000	61	100	100	100	2000	150	30049	0	0	10	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1153	??	S_PAWN	MONSTER	MELEE	54			0	ICE,ATT_ICE		0	ice_snow_insect	0	61	81	41	20	98	183	15834	7	5	2783	4821	22000	62	110	100	100	2000	150	30088	0	0	15	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1154	??	KNIGHT	MONSTER	MELEE	54			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_dog	0	62	82	41	20	98	183	17778	12	10	2783	4821	22000	62	110	100	100	2000	150	30014	0	0	15	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1155	??	KNIGHT	MONSTER	MELEE	55			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_man	0	83	41	62	21	128	157	17993	12	10	2783	4821	22000	63	90	100	100	2000	150	30089	0	0	20	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1156	???	KNIGHT	MONSTER	MELEE	56			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_giant_man	0	84	63	42	21	101	188	18207	7	5	2783	4821	22000	65	80	100	100	2000	150	30090	0	0	20	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1157	????	S_KNIGHT	MONSTER	MELEE	56			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_golem	0	99	97	42	21	101	188	12823	7	10	2783	4821	22000	65	70	100	100	2000	150	30050	0	0	20	0	0	0	2	40	40	40	40	40	0	-30	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1171	??? ??	S_PAWN	MONSTER	MAGIC	62			0	ICE,ATT_ICE		0	ice_snow_monster	0	60	80	40	20	115	214	14682	3	7	2783	4821	22920	70	80	100	100	2000	850	30048	0	0	10	0	0	0	2	0	-5	0	5	5	-5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1172	??? ??????	S_PAWN	MONSTER	MELEE	63			0	ICE,ATT_ICE		0	ice_snow_whale	0	61	81	40	20	150	184	13784	3	7	2783	4821	22935	71	90	100	100	2000	175	30049	0	0	10	0	0	0	2	-5	0	-5	5	5	0	0	0	0	0	1	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1173	??? ??	S_PAWN	MONSTER	MELEE	64			0	ICE,ATT_ICE		0	ice_snow_insect	0	61	81	41	20	118	220	13889	3	7	2783	4821	22950	72	100	100	100	2000	175	30088	0	0	15	0	0	0	2	5	-10	0	0	0	10	0	0	0	0	1	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1174	??? ??	KNIGHT	MONSTER	MELEE	64			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_dog	0	62	82	41	20	118	220	15186	6	12	2783	4821	22583	72	100	100	100	2000	175	30014	0	0	15	0	0	0	2	0	-5	5	0	0	-5	0	0	0	0	1	0	1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1175	??? ??	KNIGHT	MONSTER	MELEE	65			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_man	0	83	41	62	21	154	188	15328	6	12	2783	4821	22608	73	80	100	100	2000	175	30089	0	0	20	0	0	0	2	10	-15	-5	0	0	5	0	0	0	0	1	0	1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1176	??? ???	KNIGHT	MONSTER	MELEE	66			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_giant_man	0	84	63	42	21	121	226	15471	3	7	2783	4821	22632	75	70	100	100	2000	175	30090	0	0	20	0	0	0	2	5	-5	0	0	0	-10	0	0	0	0	1	0	1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1177	??? ????	S_KNIGHT	MONSTER	MELEE	66			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_golem	0	99	97	42	21	121	226	18549	3	12	2783	4821	24265	75	60	100	100	2000	175	30050	0	0	20	0	0	0	2	-5	-10	-5	0	0	20	0	0	0	0	1	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1191	???	BOSS	MONSTER	MELEE	74		AGGR,DEATHBLOW	0	ICE,ATT_ICE	STUN,SLOW,CURSE,TERROR	0	ice_snow_witch	0	65	43	86	22	164	253	330482	8	22	48000	642000	22480	79	100	120	100	2000	1000	0	0	0	50	0	0	0	2	40	40	30	30	30	40	-20	0	90	0	100	0	2	1107	30	0	0	0	0	0	0	0	0	0	0	0	0	40	0	30	0	0
1192	???	BOSS	MONSTER	MAGIC	89		AGGR,BERSERK,STONESKIN,DEATHBLOW	0	ICE,ATT_ICE	STUN,SLOW,CURSE,TERROR	0	ice_snow_witch	0	97	73	49	24	174	293	352410	6	16	86000	1284000	34800	86	130	160	100	2000	1000	0	0	0	50	0	0	0	2	60	60	40	40	40	60	-20	0	40	0	100	0	3	1137	30	0	0	0	0	0	0	0	0	0	0	0	40	30	0	15	0	0
1301	???	S_PAWN	MONSTER	MELEE	57			0	ATT_DARK		0	greenfrog_soldier	0	80	60	40	18	89	166	13990	3	7	2783	4821	22099	65	100	110	100	2000	175	30060	0	0	0	0	0	5	5	0	-5	0	0	0	-10	0	0	0	0	0	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1302	???	S_KNIGHT	MONSTER	MELEE	59			0	ATT_DARK		0	greenfrog_general	0	75	58	40	19	92	170	18811	7	12	2783	4821	25792	67	100	100	100	2000	175	30061	0	0	0	0	0	10	5	0	0	10	0	0	-15	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1303	???????	S_PAWN	MONSTER	MELEE	58			0	ATT_DARK		0	goblin_leafhead	0	96	60	50	19	116	142	14108	3	7	2783	4821	25118	66	70	100	100	2000	175	30040	0	0	0	0	0	0	5	-5	-10	-5	0	0	20	0	0	0	0	0	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1304	????	BOSS	MONSTER	MELEE	75		AGGR	0	ATT_DARK		0	yellow_tigerman	0	99	80	56	24	113	210	178040	7	12	2783	4821	21080	84	90	100	100	2000	175	0	0	0	0	0	0	10	5	15	10	15	15	15	10	0	0	0	0	0	0	2	1305	0	0	0	40	258	0	0	0	0	0	0	0	0	0	0	0	0	0
1305	?????	S_KNIGHT	MONSTER	MELEE	61			0	ATT_DARK		0	sugu_general	0	93	52	35	19	94	175	19324	3	12	2783	4821	23920	69	70	100	100	2000	175	0	0	0	0	0	0	0	5	0	10	-5	0	0	-20	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1306	?????	BOSS	MONSTER	MELEE	75		AGGR	0	ATT_DARK	STUN,SLOW,CURSE,TERROR	0	yellow_tigerman	0	99	80	56	24	113	210	178040	15	10	3040	4821	24080	84	100	100	0	2000	150	0	0	0	0	0	0	10	10	40	35	40	40	40	40	0	0	60	0	0	0	1	1305	0	0	0	40	258	0	0	0	0	0	0	0	0	0	0	0	0	0
1307	?????	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ATT_DARK	STUN,SLOW,CURSE,TERROR	0	yellow_tigerman	0	122	91	61	30	150	278	2568600	30	20	2400	4821	56400	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	0	2	2414	10	0	0	40	258	0	0	0	0	0	0	0	20	20	0	30	40	0
1308	.....	BOSS	MONSTER	MELEE	40		AGGR	0	ATT_DARK	STUN,SLOW,CURSE,TERROR	0	yellow_tigerman	0	48	32	63	16	79	146	143232	10	10	3640	4821	23080	57	100	100	0	2000	150	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	0	2	0	0	0	0	40	258	0	0	0	0	0	0	0	0	0	0	0	0	0
1309	.....	BOSS	MONSTER	MELEE	65		AGGR	0	ATT_DARK	STUN,SLOW,CURSE,TERROR	0	yellow_tigerman	0	77	38	57	19	93	173	255680	10	10	3640	4821	21080	84	100	100	0	2000	150	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	0	2	0	0	0	0	40	258	0	0	0	0	0	0	0	20	20	0	30	40	0
1310	.....	BOSS	MONSTER	MELEE	95		AGGR	0	ATT_DARK	STUN,SLOW,CURSE,TERROR	0	yellow_tigerman	0	122	91	61	30	150	208	284864	10	10	3640	4821	21280	90	100	100	0	2000	150	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	0	2	0	10	0	0	40	258	0	0	0	0	0	0	0	20	20	0	30	40	0
1331	??? ???	S_PAWN	MONSTER	MELEE	57			0	ATT_DARK		0	greenfrog_soldier	0	80	60	40	18	107	199	13192	3	7	2783	4821	21769	65	100	110	100	2000	175	30060	0	0	0	0	0	5	5	0	-5	0	0	0	-10	0	0	0	0	0	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1332	??? ???	S_KNIGHT	MONSTER	MELEE	59			0	ATT_DARK		0	greenfrog_general	0	75	58	40	19	110	204	17049	7	12	2783	4821	21654	67	100	100	100	2000	175	30061	0	0	0	0	0	10	5	0	0	10	0	0	-15	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1333	??? ???????	S_PAWN	MONSTER	MELEE	58			0	ATT_DARK		0	goblin_leafhead	0	96	60	50	19	139	170	13287	3	7	2783	4821	21783	66	70	100	100	2000	175	30040	0	0	0	0	0	0	5	-5	-10	-5	0	0	20	0	0	0	0	0	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1334	??? ????	BOSS	MONSTER	MELEE	75		AGGR	0	ATT_DARK		0	yellow_tigerman	0	99	80	56	24	136	252	142432	7	12	2783	4821	21856	84	90	100	100	2000	175	0	0	0	0	0	0	10	5	15	10	15	15	15	10	0	0	0	0	0	0	2	1305	0	0	0	40	258	0	0	0	0	0	0	0	0	0	0	0	0	0
1335	??? ?????	S_KNIGHT	MONSTER	MELEE	61			0	ATT_DARK		0	sugu_general	0	93	52	35	19	113	210	17459	3	12	2783	4821	21744	69	70	100	100	2000	175	0	0	0	0	0	0	0	5	0	10	-5	0	0	-20	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1401	???	S_PAWN	MONSTER	MELEE	66			0	ATT_DARK	POISON	0	mutant_1	0	84	42	63	21	137	167	72346	6	10	2783	4821	21301	81	155	130	100	2000	250	0	0	0	0	0	0	15	20	-5	-15	-5	5	5	5	0	0	15	0	0	0	3	0	5	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1402	?????	KNIGHT	MONSTER	MELEE	73		AGGR	0	ATT_DARK	SLOW,CURSE	0	mutant_2	0	91	46	66	23	116	216	108134	10	7	2783	4821	18022	83	155	130	100	2000	250	0	0	0	0	0	0	15	20	10	0	10	15	15	0	0	0	20	0	0	0	3	0	10	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1403	?????	S_KNIGHT	MONSTER	MELEE	77		AGGR	0	ATT_DARK	STUN,SLOW,CURSE,TERROR	0	mutant_3	0	94	55	65	10	122	226	178080	14	10	2783	4821	24304	90	155	130	100	2000	250	0	0	0	0	0	0	15	20	10	10	10	20	20	0	0	0	25	0	0	0	4	0	15	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1501	??	S_PAWN	MONSTER	MELEE	69			0	ATT_DARK		0	golem_1	0	84	42	63	21	142	174	73997	6	5	2783	4821	28654	78	135	110	100	2000	300	0	0	0	0	0	0	15	20	15	10	15	15	15	20	0	0	15	0	0	0	3	0	5	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1502	???	S_PAWN	MONSTER	MELEE	72		AGGR	0	ATT_DARK		0	golem_2	0	85	43	64	21	115	213	79738	6	5	2783	4821	25855	83	135	110	100	2000	300	0	0	0	0	0	0	15	20	15	10	15	15	15	20	0	0	20	0	0	0	3	0	5	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1503	?????	KNIGHT	MONSTER	MELEE	76		AGGR	0	ATT_DARK		0	golem_3	0	92	42	65	10	120	224	111053	10	5	2783	4821	22540	87	135	110	100	2000	300	0	0	0	0	0	0	15	20	15	10	15	15	15	20	0	0	25	0	0	0	3	0	10	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1601	????	PAWN	MONSTER	MELEE	68			0	ATT_DARK	POISON	0	nersluck_1	0	85	43	65	22	140	172	63024	6	10	2783	4821	29745	79	145	120	100	2000	300	0	0	0	0	0	0	15	20	-5	-15	-5	5	5	5	0	0	15	0	0	0	2	0	5	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1602	?????	KNIGHT	MONSTER	MELEE	70		AGGR	0	ATT_DARK	SLOW,CURSE	0	nersluck_2	0	85	43	65	22	112	208	101222	10	7	2783	4821	24868	85	145	120	100	2000	300	0	0	0	0	0	0	15	20	10	0	10	15	15	0	0	0	20	0	0	0	3	0	10	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1603	?????	KNIGHT	MONSTER	MELEE	75		AGGR	0	ATT_DARK	STUN,SLOW,CURSE,TERROR	0	nersluck_3	0	85	43	65	22	119	221	111053	10	10	2783	4821	22232	88	145	120	100	2000	300	0	0	0	0	0	0	15	20	10	10	10	15	15	-5	0	0	25	0	0	0	3	0	15	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1901	???	BOSS	MONSTER	MELEE	72		AGGR	0	ATT_DARK		0	fox_ninetail	0	91	68	46	23	109	203	166120	24	32	2783	4821	21120	81	100	100	100	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1107	0	0	0	25	258	40	259	0	0	0	0	0	0	0	0	0	0	0
1902	????	BOSS	MONSTER	MELEE	72		AGGR	0	ATT_DARK	STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	91	68	46	23	109	203	178040	15	10	35200	52800	23120	81	110	100	0	2000	150	0	0	0	0	0	0	10	10	40	35	40	40	40	40	0	0	60	0	0	0	1	1107	0	0	0	35	258	40	259	0	0	0	0	0	0	0	0	0	0	0
1903	????	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ATT_DARK	STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	122	91	61	30	150	278	2568600	30	20	23400	35100	36400	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	0	2	2414	10	0	0	35	258	40	259	0	0	0	0	0	20	20	0	30	40	0
1904	....	BOSS	MONSTER	MELEE	40		AGGR	0	ATT_DARK	STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	48	32	63	16	79	146	143232	10	10	36640	54960	24080	57	100	100	0	2000	150	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	0	2	0	10	0	0	40	258	0	0	0	0	0	0	0	20	20	0	30	40	0
1905	....	BOSS	MONSTER	MELEE	65		AGGR	0	ATT_DARK	STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	77	38	57	19	93	173	255680	10	10	36640	54960	24080	84	100	100	0	2000	150	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	0	2	0	10	0	0	40	258	0	0	0	0	0	0	0	20	20	0	30	40	0
1906	....	BOSS	MONSTER	MELEE	95		AGGR	0	ATT_DARK	STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	122	91	61	30	150	208	284864	10	10	36640	54960	34080	90	100	100	0	2000	150	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	0	2	0	10	0	0	40	258	0	0	0	0	0	0	0	20	20	0	30	40	0
2001	????	PAWN	MONSTER	MELEE	43			0	INSECT,ATT_WIND		0	spider_young	0	28	41	55	14	89	109	1949	4	12	4821	11204	30211	50	100	100	50	2000	175	30057	0	0	0	0	0	0	1	1	-5	1	0	0	-10	0	0	0	0	5	0	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	???	PAWN	MONSTER	MELEE	45			0	INSECT,ATT_WIND		0	spider_poison	0	47	57	29	14	82	123	2088	3	7	4821	11204	30267	52	90	100	50	2000	175	30056	0	0	0	3	0	0	1	0	0	1	0	0	-10	0	0	0	0	5	0	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	?????	S_PAWN	MONSTER	MELEE	48			0	INSECT,ATT_WIND		0	spider_redpoison	0	54	60	15	15	86	129	2769	9	17	11204	11204	30621	55	110	100	50	2000	175	30025	0	0	0	3	1	0	1	-5	1	-5	0	0	-5	0	0	0	0	5	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	????	S_PAWN	MONSTER	MELEE	50			0	INSECT,ATT_WIND		0	spider_nipper	0	56	31	56	16	100	122	2954	3	7	4821	11204	35688	57	90	100	50	2000	175	30058	0	0	0	0	0	0	1	10	0	1	0	1	-5	0	0	0	0	5	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	????	S_PAWN	MONSTER	MELEE	52			0	INSECT,ATT_WIND		0	spider_soldier	0	71	33	39	16	104	127	3146	3	7	4821	11204	35756	59	80	120	50	2000	175	30059	0	0	0	0	0	0	1	0	10	0	1	0	-15	0	0	0	0	5	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2031	?????	KNIGHT	MONSTER	MELEE	50			0	INSECT,ATT_WIND		0	spider_young	0	49	65	33	16	96	117	3457	9	12	4821	11204	35220	53	100	120	100	2000	175	0	0	0	0	5	0	5	0	0	0	2	0	0	-10	0	0	0	0	10	0	1	0	0	0	70106	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
2032	????	KNIGHT	MONSTER	MELEE	52			0	INSECT,ATT_WIND		0	spider_poison	0	68	34	51	17	88	132	3692	9	12	4821	11204	35316	55	100	120	100	2000	175	0	0	0	0	5	0	5	0	0	1	0	0	0	-5	0	0	0	0	10	0	1	0	0	0	70106	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
2033	??????	S_KNIGHT	MONSTER	MELEE	54			0	INSECT,ATT_WIND		0	spider_redpoison	0	53	35	70	18	91	137	6155	4	12	1104	11204	35316	57	100	120	100	2000	175	0	0	0	0	5	1	5	0	1	0	2	0	0	-10	0	0	0	0	10	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
2034	?????	S_KNIGHT	MONSTER	MELEE	56			0	INSECT,ATT_WIND		0	spider_nipper	0	72	36	54	18	106	130	6553	9	17	4821	11204	35316	59	100	120	100	2000	175	0	0	0	0	3	0	5	0	0	1	0	0	0	-5	0	0	0	0	10	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
2035	?????	S_KNIGHT	MONSTER	MELEE	58			0	INSECT,ATT_WIND		0	spider_soldier	0	56	75	37	19	109	134	6969	4	12	4821	11204	35316	62	100	120	100	2000	175	0	0	0	0	3	0	5	0	2	0	1	0	0	-5	0	0	0	0	10	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
2036	??????	S_KNIGHT	MONSTER	MELEE	58		AGGR	0	INSECT,ATT_WIND		0	spider_soldier	0	56	75	37	19	109	134	6969	19	27	4821	11204	35316	62	100	120	100	2000	175	0	0	0	0	3	0	5	0	1	2	1	0	0	-20	0	0	0	0	10	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
2051	??? ????	PAWN	MONSTER	MELEE	43			0	INSECT,ATT_WIND		0	spider_young	0	28	41	55	14	107	131	1559	4	12	4821	11204	35316	50	100	100	50	2000	175	30057	0	0	0	0	0	0	1	1	-5	1	0	0	-10	0	0	0	0	5	0	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2052	??? ???	PAWN	MONSTER	MELEE	45			0	INSECT,ATT_WIND		0	spider_poison	0	47	57	29	14	98	148	1670	3	7	4821	11204	35316	52	90	100	50	2000	175	30056	0	0	0	3	0	0	1	0	0	1	0	0	-10	0	0	0	0	5	0	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2053	??? ?????	S_PAWN	MONSTER	MELEE	48			0	INSECT,ATT_WIND		0	spider_redpoison	0	54	60	15	15	103	155	2215	9	17	4821	11204	35316	55	110	100	50	2000	175	30025	0	0	0	3	1	0	1	-5	1	-5	0	0	-5	0	0	0	0	5	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2054	??? ????	S_PAWN	MONSTER	MELEE	50			0	INSECT,ATT_WIND		0	spider_nipper	0	56	31	56	16	120	146	2363	3	7	4821	11204	35316	57	90	100	50	2000	175	30058	0	0	0	0	0	0	1	10	0	1	0	1	-5	0	0	0	0	5	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2055	??? ????	S_PAWN	MONSTER	MELEE	52			0	INSECT,ATT_WIND		0	spider_soldier	0	71	33	39	16	125	152	2516	3	7	4821	11204	35316	59	80	120	50	2000	175	30059	0	0	0	0	0	0	1	0	10	0	1	0	-15	0	0	0	0	5	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061	?????	PAWN	MONSTER	MELEE	60			0	INSECT,ATT_WIND		0	spider_young	0	77	58	39	20	144	176	3771	12	10	4821	15204	35316	80	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	0	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
2062	????	S_PAWN	MONSTER	MELEE	62			0	INSECT,ATT_WIND		0	spider_poison	0	80	60	40	20	132	198	4028	7	10	4821	15204	35016	83	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
2063	??????	KNIGHT	MONSTER	MELEE	64			0	INSECT,ATT_WIND		0	spider_redpoison	0	82	62	41	21	137	206	6714	12	15	4821	15204	35316	86	110	120	100	2000	150	0	0	0	0	5	1	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	0	2	0	0	0	70106	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
2064	?????	KNIGHT	MONSTER	MELEE	66			0	INSECT,ATT_WIND		0	spider_nipper	0	84	63	42	21	159	195	7149	7	10	4821	15204	35316	89	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	0	2	0	0	0	70106	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
2065	?????	S_KNIGHT	MONSTER	MELEE	68			0	INSECT,ATT_WIND		0	spider_soldier	0	87	65	43	22	164	201	7602	20	25	4821	15204	35316	93	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
2071	¡ícl¨Lzi ¡íol¡Ë¥ì¢Ò¡ÆAaI	KNIGHT	MONSTER	MELEE	60			0	INSECT,ATT_WIND		0	spider_young	0	77	57	38	19	117	217	9063	10	10	4821	11204	36316	84	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
2072	¡ícl¨Lzi ¢¬I¥ì¢Ò¡ÆAaI	KNIGHT	MONSTER	MELEE	62			0	INSECT,ATT_WIND		0	spider_poison	0	79	59	39	19	120	223	9585	10	10	4821	15204	30316	86	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
2073	¡ícl¨Lzi ¨¬OA¨¬¢¬I¥ì¢Ò¡Æ	S_KNIGHT	MONSTER	MELEE	64			0	INSECT,ATT_WIND		0	spider_redpoison	0	82	61	41	20	128	239	13504	5	10	4821	15204	30829	108	110	120	100	2000	150	0	0	0	0	5	1	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
2074	¡ícl¨Lzi A?¡ÆO¥ì¢Ò¡ÆAaI	S_KNIGHT	MONSTER	MELEE	66			0	INSECT,ATT_WIND		0	spider_nipper	0	84	63	42	21	132	245	14248	10	15	4821	15204	30135	112	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
2075	¡ícl¨Lzi ¨¬¢¥A¢´¥ì¢Ò¡ÆAa	S_KNIGHT	MONSTER	MELEE	68			0	INSECT,ATT_WIND		0	spider_soldier	0	86	65	43	21	146	271	15020	5	10	4821	15204	30441	115	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
